_id,brand,batteryCharge,status,helmets,extraFeatures,damages,isClean,rides,kms,location.type,location.coordinates
U8YPVBC7AK,BH,0.0,out,1,[],[],False,19,53.86212889090548,Point,"[-3.6609477802880654, 40.45278121720557]"
907LANK2BF,Vandor,58.08,free,2,[],[],True,15,51.80212236315343,Point,"[-3.7029516641491935, 40.44259191851811]"
OV6F5THISB,Vandor,0.0,out,1,"['locker', 'absBrakes']",[],False,14,38.5820297613841,Point,"[-3.6662111168791744, 40.45473633628022]"
N8JRCUL6SH,Vandor,27.0,out,2,[],[],True,23,76.40080712395319,Point,"[-3.6904806444883653, 40.46847866795202]"
J5MVITHRCB,BH,2.82,out,2,[],[],True,24,71.93177396624687,Point,"[-3.676288915821668, 40.42754317154274]"
ETE70G6G3L,Vandor,38.29,reserved,2,['helmetDetection'],[],True,23,69.8124217119115,Point,"[-3.7159612101028645, 40.46207804453183]"
X7830MU8S8,Orbea,97.57,out,1,['absBrakes'],['flatTire'],True,18,54.31015654459701,Point,"[-3.6881890775353945, 40.458163545257285]"
EJYHSYWIK7,Orbea,74.99,out,1,[],[],True,15,44.66343521197471,Point,"[-3.7073347687279035, 40.47307342627106]"
QNAU4F8D76,Orbea,37.68,free,1,[],['brokenLamp'],True,12,36.99635012146863,Point,"[-3.6930021687532193, 40.461407066423114]"
IVAW3GE09E,Vandor,29.42,moving,2,['helmetDetection'],[],True,16,50.83263198964563,Point,"[-3.6727883344816243, 40.42711921514222]"
WJKRTH9THU,Vandor,16.97,free,2,[],['stolenHelmet'],True,15,52.76256926904297,Point,"[-3.648799147098056, 40.43486706309138]"
PJC9PS9BNZ,Vandor,78.03,free,1,"['locker', 'absBrakes', 'helmetDetection', 'lamps']",[],True,24,74.13460776400716,Point,"[-3.657088583643749, 40.46611525666866]"
7XOP5V2UOF,Orbea,33.68,reserved,2,"['absBrakes', 'helmetDetection', 'lamps', 'locker']",[],True,23,72.04704246798009,Point,"[-3.6591188076347505, 40.475715118526644]"
26WTIIZ76R,BH,87.01,free,1,"['locker', 'helmetDetection', 'absBrakes']",[],True,22,63.18121921374796,Point,"[-3.6937018378059423, 40.41362689006201]"
28Z5KU5N1F,Orbea,59.81,free,1,['helmetDetection'],[],True,19,56.764474352936446,Point,"[-3.6487635201146458, 40.45291564571711]"
04AG5FNEKM,Orbea,10.92,reserved,2,"['lamps', 'helmetDetection', 'absBrakes', 'locker']",[],False,17,51.167716702914404,Point,"[-3.721450134500485, 40.43845308920906]"
3TO2A1EDFF,BH,0.0,out,2,"['absBrakes', 'locker']",[],True,19,53.083744096888,Point,"[-3.690149198965022, 40.47227590721241]"
6EVQHJM3SZ,Vandor,22.05,out,1,"['lamps', 'locker']",[],True,14,50.62864299337019,Point,"[-3.6815987762681606, 40.42176674379941]"
6PYRJPLRSY,BH,27.59,moving,2,"['lamps', 'locker']",[],False,27,89.37780085486833,Point,"[-3.717547721145368, 40.43181500063048]"
X399PI418N,Orbea,77.13,moving,1,"['lamps', 'absBrakes']",['scratches'],True,22,60.49365922520947,Point,"[-3.7125918197590795, 40.46503335074491]"
FDNE2KEQXD,Orbea,0.0,out,1,"['helmetDetection', 'locker', 'lamps']",[],True,22,77.57685580263643,Point,"[-3.6810630107750844, 40.46681517761963]"
QAKG4QODDB,Vandor,86.03,out,1,['lamps'],"['scratches', 'stolenHelmet']",True,25,70.82691051254443,Point,"[-3.647968470067714, 40.46608686813604]"
TB3Q1BLAHB,Vandor,18.99,out,1,"['lamps', 'locker', 'absBrakes', 'helmetDetection']",[],True,27,81.72438907384209,Point,"[-3.7205199409537095, 40.47138166751827]"
3MIW3Q4XY5,BH,11.21,moving,1,[],[],True,23,82.1498322056162,Point,"[-3.7227741160913856, 40.461395912648875]"
MSOL1C4GX2,BH,66.16,moving,1,"['absBrakes', 'locker', 'helmetDetection', 'lamps']",[],True,11,33.361328962964386,Point,"[-3.7265912424534777, 40.41552265611738]"
DT3IBB4YRN,Orbea,80.7,out,1,"['lamps', 'absBrakes', 'locker', 'helmetDetection']",[],True,28,87.04328741229665,Point,"[-3.7217977355835963, 40.46570022737054]"
1IYVYRLDEW,Orbea,47.49,reserved,1,"['helmetDetection', 'absBrakes']",[],True,19,58.72880617733017,Point,"[-3.643036606042588, 40.46416068559702]"
78TZOL5ETI,Orbea,48.49,free,1,"['helmetDetection', 'lamps']",['scratches'],True,18,52.941864050882415,Point,"[-3.659054664227483, 40.414134957966915]"
N3TQPRN7HM,Vandor,15.87,moving,1,"['absBrakes', 'locker', 'helmetDetection', 'lamps']",[],True,24,73.248864615972,Point,"[-3.687789240579272, 40.40314008582276]"
W78LOGZ1DU,BH,37.32,moving,1,[],[],True,20,56.38299562185425,Point,"[-3.67225935528854, 40.4054732218062]"
OBSBGQ3VR4,Vandor,13.31,out,2,['absBrakes'],[],True,22,68.4195608891989,Point,"[-3.687187018581462, 40.41600797679341]"
DM6M4U4T7C,Orbea,78.73,reserved,1,"['absBrakes', 'helmetDetection', 'locker']",[],True,20,62.76988056096619,Point,"[-3.6627112166982103, 40.46423553644145]"
R07PHA9TXT,Orbea,1.64,moving,2,['helmetDetection'],[],True,19,59.75112777354681,Point,"[-3.705399483848068, 40.44092272186769]"
YL4AUFUZR7,BH,42.57,moving,2,"['locker', 'lamps', 'helmetDetection']",[],False,24,76.78820413099339,Point,"[-3.6706290459355815, 40.47236542268756]"
XLWSZZRSG4,BH,88.74,reserved,1,"['lamps', 'helmetDetection', 'absBrakes', 'locker']",[],True,25,65.83022526171621,Point,"[-3.716723546012469, 40.47638908921768]"
LOTSI7W2OV,Orbea,99.13,reserved,1,[],['flatTire'],True,24,63.65016683950146,Point,"[-3.7132742389427156, 40.44935531944829]"
UKXKJPXJQQ,Orbea,27.56,moving,1,['helmetDetection'],[],True,17,51.29171300409071,Point,"[-3.7220247609226127, 40.438187672725306]"
CL7K8SXZXB,Vandor,30.72,reserved,1,"['locker', 'lamps']",[],True,18,51.99980563164288,Point,"[-3.7268756868631683, 40.46098313996818]"
S95XTEFZGL,Vandor,97.1,out,1,"['helmetDetection', 'locker', 'lamps']",[],False,27,77.48616208647348,Point,"[-3.6539234521929846, 40.41131365132678]"
UZYC7C4M9I,Vandor,84.22,free,2,"['lamps', 'helmetDetection', 'absBrakes', 'locker']",['flatTire'],True,23,73.58423091006975,Point,"[-3.7083879081044615, 40.43097877168011]"
ZORF9ESTLF,Vandor,12.28,out,1,"['lamps', 'absBrakes', 'locker']",[],False,30,94.0678170684848,Point,"[-3.7256927930774393, 40.414647113738354]"
BOBMM04WJU,BH,92.87,free,1,"['lamps', 'locker', 'helmetDetection']",[],True,16,48.560985323060464,Point,"[-3.6724418761494824, 40.40046596363486]"
F77JH261SK,Vandor,86.97,out,1,"['lamps', 'absBrakes']",[],True,20,62.228507250218776,Point,"[-3.6569371443932925, 40.42947621146715]"
NU8OLRUN1R,Orbea,7.1,reserved,1,"['absBrakes', 'lamps']",[],True,27,75.27067985548646,Point,"[-3.6712587229666753, 40.41196070711102]"
JK8RFJYH0P,Orbea,70.33,moving,1,"['absBrakes', 'helmetDetection', 'locker']","['scratches', 'stolenHelmet']",True,20,62.57176073188768,Point,"[-3.707715327405201, 40.437730521736945]"
LBSPS1L3BY,Orbea,15.58,moving,1,"['absBrakes', 'helmetDetection', 'locker']",[],True,20,56.06984739597598,Point,"[-3.65300444752277, 40.47084155736968]"
6P15WX67UL,Vandor,24.76,reserved,1,['lamps'],[],True,24,80.46566779129779,Point,"[-3.647504158316045, 40.4229349316531]"
3USVSDSWUC,BH,2.68,moving,1,"['helmetDetection', 'lamps']",[],True,21,68.84453224732658,Point,"[-3.706304473753386, 40.42161235002168]"
8G9JP289QY,Orbea,24.26,moving,1,[],[],True,12,29.829471339525544,Point,"[-3.693814969775311, 40.454948663656445]"
CD5DWHNEIM,Vandor,48.03,out,1,"['locker', 'absBrakes', 'lamps']",[],True,15,44.84983237617339,Point,"[-3.6623308025670336, 40.42701309135006]"
2Z7F489CXW,Vandor,63.64,moving,1,['absBrakes'],[],True,15,44.461185808439986,Point,"[-3.7129834144348264, 40.41764681113406]"
6GNPW1B1N9,Orbea,64.01,reserved,1,[],[],True,24,70.1943215427286,Point,"[-3.6925443593572393, 40.47706021732731]"
AOD2PGEZRB,Vandor,4.32,reserved,1,['absBrakes'],[],True,22,67.93529079007068,Point,"[-3.7207006774905267, 40.43063487838247]"
1AJG9YIYA6,Vandor,66.53,free,1,"['absBrakes', 'lamps', 'helmetDetection', 'locker']",['stolenHelmet'],True,21,70.04150685622453,Point,"[-3.7156078393934378, 40.422965408328004]"
HU36QB3ROF,Orbea,23.8,reserved,1,"['helmetDetection', 'locker', 'lamps', 'absBrakes']",[],True,20,55.046833462429674,Point,"[-3.659093739686789, 40.420903991112304]"
WM3RA157F8,BH,93.37,reserved,1,"['lamps', 'helmetDetection']",[],True,17,54.86303544784118,Point,"[-3.6575130905726767, 40.44413407805289]"
MQH7O8WTJY,BH,29.52,out,2,"['helmetDetection', 'lamps', 'absBrakes', 'locker']",[],False,23,80.22752768037904,Point,"[-3.717394724524252, 40.4444788945191]"
OEZA2IACIT,Orbea,74.05,free,1,"['lamps', 'helmetDetection', 'locker', 'absBrakes']",[],True,23,65.5631258250053,Point,"[-3.6685125529773863, 40.47372282394114]"
OOQXK4HRRV,BH,81.04,moving,1,"['locker', 'lamps', 'absBrakes', 'helmetDetection']",[],True,17,50.76694496300486,Point,"[-3.675957977477035, 40.44698541852989]"
VX17YHELPA,Vandor,50.48,out,1,"['lamps', 'helmetDetection', 'locker', 'absBrakes']",[],True,19,49.921482450338516,Point,"[-3.722233660195467, 40.408819406295]"
EP7524BZA1,Vandor,0.0,out,2,"['locker', 'helmetDetection']",[],True,28,89.0638955780811,Point,"[-3.7266298430819482, 40.451242289529546]"
K2UROX9I3Y,Vandor,79.17,reserved,1,"['absBrakes', 'helmetDetection', 'lamps']",[],True,17,59.42529346185933,Point,"[-3.672005019307632, 40.41440561784073]"
EIHS72MH30,Vandor,95.35,moving,1,[],[],True,11,26.83055183619418,Point,"[-3.644561147639544, 40.45178054191482]"
B8IIRK4UZH,Vandor,9.67,free,1,"['lamps', 'absBrakes', 'locker', 'helmetDetection']",[],False,21,54.80587361263926,Point,"[-3.695083809213545, 40.44498385965825]"
20PJMA4VRK,Orbea,13.82,moving,1,['helmetDetection'],[],True,19,56.348508576192856,Point,"[-3.697923006352771, 40.402791118157516]"
UWWTSKIVK1,BH,47.1,free,1,"['helmetDetection', 'absBrakes', 'lamps']",['stolenHelmet'],True,22,67.88032450237166,Point,"[-3.7000896592971895, 40.41866820926888]"
KW6VSEEGT5,Orbea,63.49,free,1,['absBrakes'],['brokenLamp'],True,21,58.057307291795446,Point,"[-3.699700163673585, 40.42735255947018]"
PG6HMEYWWT,Orbea,25.62,reserved,1,[],[],True,22,56.73056822362307,Point,"[-3.6977608198774554, 40.45172295966444]"
2XYD6V0F5H,BH,18.48,moving,1,[],[],True,10,27.969542950673446,Point,"[-3.646576149875489, 40.40211228211867]"
5194SDD6Q3,Vandor,67.21,reserved,1,"['absBrakes', 'helmetDetection', 'lamps', 'locker']",[],True,21,61.16510905864591,Point,"[-3.6831998890591082, 40.40778279046219]"
TWMS353TBK,BH,36.85,free,2,"['lamps', 'locker']",[],True,23,71.5840846904671,Point,"[-3.7240137086773197, 40.45847476332863]"
SHGIXM37ZP,Vandor,77.85,free,1,['absBrakes'],[],True,14,38.36137827668673,Point,"[-3.6512130273566785, 40.44581292520889]"
A66FWEMJ2A,Vandor,80.1,free,1,[],[],True,24,71.88091714686527,Point,"[-3.6586822308928255, 40.41717840333975]"
81PRS2ZRCW,Orbea,30.33,moving,2,"['absBrakes', 'lamps', 'helmetDetection', 'locker']",[],True,17,54.87309948999665,Point,"[-3.7180917747999938, 40.43503746894632]"
UK6EYNOBCJ,BH,10.77,reserved,1,"['absBrakes', 'locker', 'helmetDetection', 'lamps']",[],True,13,38.056348753397806,Point,"[-3.6808769457795836, 40.45514298799331]"
JEBX9O3YCH,Vandor,65.72,moving,1,[],[],False,22,63.993820229516466,Point,"[-3.6754365545759384, 40.47428323843308]"
72N40DVVQ1,Orbea,33.79,free,1,"['helmetDetection', 'locker', 'lamps']",[],True,25,76.68164647429327,Point,"[-3.7103017810811614, 40.41097148430067]"
9NPK51X2TQ,Vandor,36.06,free,1,"['locker', 'helmetDetection', 'lamps', 'absBrakes']",['brokenLamp'],True,25,81.01839892093177,Point,"[-3.706003295573347, 40.43605118368659]"
85EH5CDDA0,Orbea,17.46,reserved,2,[],[],True,21,55.35512375282073,Point,"[-3.70502142074435, 40.436571751944435]"
N7KPE6RCV4,BH,85.38,reserved,2,"['locker', 'lamps', 'absBrakes']",[],True,15,43.002210977238995,Point,"[-3.6651403213050875, 40.42860818257702]"
K3KAVPKX8F,BH,71.34,free,1,"['lamps', 'locker', 'absBrakes', 'helmetDetection']",['scratches'],True,23,74.78004823812559,Point,"[-3.7008990806619995, 40.464090363338975]"
1FIDRE59I4,BH,52.44,moving,1,[],[],True,21,63.19410838060851,Point,"[-3.671982302981624, 40.431040956884]"
ENKQEBR8LB,Orbea,42.69,out,1,"['locker', 'absBrakes']",[],True,27,79.86004063605225,Point,"[-3.6637085030777197, 40.46932076061842]"
W13DWEEIR5,BH,0.0,out,2,"['locker', 'helmetDetection', 'absBrakes']",[],True,24,61.53344343324019,Point,"[-3.673742218528755, 40.44537788253216]"
WOA2H5QJ2O,BH,26.69,out,1,['locker'],[],True,20,62.89278977905693,Point,"[-3.6814352128016252, 40.47338669738229]"
VPXX8NU89K,Vandor,25.76,moving,1,"['lamps', 'absBrakes', 'helmetDetection']",[],True,21,65.44127216315172,Point,"[-3.6607545059871147, 40.43085361560195]"
GUHSP7UGP1,Vandor,0.19,out,1,"['helmetDetection', 'absBrakes', 'lamps']",[],True,27,78.83545208432922,Point,"[-3.704992124617103, 40.43793216644564]"
0K401R1XVY,Orbea,99.33,out,2,[],[],False,17,51.971250649112434,Point,"[-3.716479142637526, 40.46421630824947]"
Z1AR8B08VF,Orbea,13.07,free,1,[],[],True,19,57.70977338704261,Point,"[-3.684368262874746, 40.45733118716381]"
BJ0FUOQVI3,BH,54.12,reserved,2,"['helmetDetection', 'locker', 'lamps']",[],True,25,78.96280833723681,Point,"[-3.715196573214104, 40.43534488029556]"
RGZT06ZJ2S,Orbea,14.06,free,1,[],['scratches'],True,19,59.28169656224532,Point,"[-3.6779780975559855, 40.418274154827834]"
JP6T4Y9K0O,BH,43.22,moving,2,['helmetDetection'],[],True,19,59.78036834064246,Point,"[-3.6801246367850915, 40.45341631023474]"
NSBGHF9DLT,Vandor,94.19,free,2,[],[],True,18,54.066620114894924,Point,"[-3.7193749779815493, 40.41319015655667]"
C427HEXS93,Orbea,14.58,out,1,"['absBrakes', 'helmetDetection', 'lamps']",[],True,33,108.15914145808853,Point,"[-3.6429288847153405, 40.40027446532019]"
SRJVNNYKYL,Vandor,19.76,free,1,[],[],True,18,60.87251924156026,Point,"[-3.6913690537642414, 40.468410739783465]"
J99LN7K6E9,BH,23.62,free,1,['absBrakes'],[],True,20,61.37214191414745,Point,"[-3.706890298649124, 40.432821091688815]"
MV2LM7G4E2,Orbea,26.33,out,1,['lamps'],[],True,19,60.22038706578205,Point,"[-3.7166037487366403, 40.4319176690382]"
3DMZWXVNDK,Vandor,30.49,out,1,['helmetDetection'],[],True,20,53.96310787537999,Point,"[-3.702836379384588, 40.44591668358032]"
K5237FZRS5,Vandor,71.49,moving,1,"['absBrakes', 'locker']",[],True,14,41.07442992996674,Point,"[-3.680905496897434, 40.4764136786796]"
K3REJ6YMEV,Vandor,5.79,out,2,"['absBrakes', 'locker', 'helmetDetection', 'lamps']",[],False,19,54.82346671616029,Point,"[-3.703794815184971, 40.404034239446474]"
YBREWAA3Q2,Vandor,80.46,free,1,"['lamps', 'helmetDetection']",[],True,19,56.09853289545017,Point,"[-3.6945506485398187, 40.43029224551353]"
20TX0FG267,Vandor,49.77,reserved,1,"['locker', 'lamps', 'helmetDetection', 'absBrakes']",[],True,21,63.853224143473724,Point,"[-3.683032536327228, 40.44441785647493]"
UG30SZHLFL,Orbea,92.1,reserved,1,['helmetDetection'],[],True,17,54.375642699254556,Point,"[-3.693479266133675, 40.40787696477748]"
20TT1Y7DMJ,BH,0.0,out,1,"['absBrakes', 'lamps', 'helmetDetection']",[],True,18,58.391913093345664,Point,"[-3.6880768285951846, 40.41833770459017]"
NZR265M56Q,BH,0.0,out,1,"['lamps', 'helmetDetection']",[],True,15,46.461896457950054,Point,"[-3.670476016387914, 40.43131865655474]"
2M1XQQEZV0,BH,58.86,reserved,2,['lamps'],[],True,17,52.94844133499132,Point,"[-3.707632802838826, 40.414627928721494]"
E14GL6YLGB,Vandor,19.94,reserved,1,[],[],True,24,61.30258962201345,Point,"[-3.6620397905046707, 40.42744746743056]"
QS4G2OU2E8,Orbea,0.0,out,2,[],[],True,26,73.23271792718147,Point,"[-3.71389638319504, 40.44352123206246]"
4W9Y54Z8BB,Orbea,59.7,out,1,[],['scratches'],True,24,72.0402043358359,Point,"[-3.67775299073677, 40.41146869191973]"
1QWXHX7ZJO,Vandor,0.78,out,2,"['absBrakes', 'lamps', 'helmetDetection', 'locker']",[],True,12,33.2239281073235,Point,"[-3.695956982254248, 40.41803235307478]"
83SIIRE204,Vandor,0.0,out,1,[],[],True,23,72.36155669327708,Point,"[-3.6834754315982097, 40.47428141192323]"
SFWO8U1QMT,BH,86.81,free,1,"['locker', 'absBrakes', 'helmetDetection']",[],True,13,37.52001011006241,Point,"[-3.6964999435779484, 40.444088765980304]"
YOIOYQOQFQ,Vandor,36.07,free,1,"['absBrakes', 'helmetDetection', 'locker', 'lamps']",[],True,16,51.931697067701926,Point,"[-3.668665117886087, 40.40307253023015]"
DMJPROPIVS,Orbea,89.72,free,1,"['helmetDetection', 'absBrakes']","['flatTire', 'stolenHelmet']",True,21,66.8377599018806,Point,"[-3.712133024034403, 40.410668271157085]"
ZY37FHP0XI,Vandor,89.76,free,1,"['locker', 'helmetDetection']",[],True,25,80.6132098405226,Point,"[-3.7032678160670125, 40.4398223854035]"
KE4YJ1J3HW,Vandor,28.45,reserved,1,"['helmetDetection', 'locker']",[],False,17,53.34880959060963,Point,"[-3.7181049310195124, 40.439228527430124]"
KHPYPD85IT,Orbea,93.53,reserved,2,"['locker', 'helmetDetection', 'absBrakes', 'lamps']",['brokenLamp'],True,22,69.81611594185928,Point,"[-3.6767073697630956, 40.459487125376924]"
FLOJOOTUHE,Orbea,27.52,moving,1,"['locker', 'absBrakes', 'lamps']","['flatTire', 'stolenHelmet']",True,23,74.16262606534893,Point,"[-3.685841296844748, 40.41077080157465]"
TVJCY36A9P,BH,83.12,free,1,"['lamps', 'absBrakes', 'locker', 'helmetDetection']",[],True,21,70.06816833321925,Point,"[-3.7171973508775396, 40.42274506083407]"
XL1AEMV8B7,Orbea,92.44,moving,1,"['lamps', 'helmetDetection']","['scratches', 'flatTire']",True,15,48.50432029277859,Point,"[-3.699783506697066, 40.41215260692651]"
XJI96N2J2D,Orbea,66.8,reserved,1,[],[],True,18,46.23789947309562,Point,"[-3.720636912729254, 40.47526787744527]"
USKL9RV3YY,Vandor,0.0,out,2,[],[],True,17,53.69264914019936,Point,"[-3.689570215417981, 40.45746629557334]"
F45U17CZ1H,Orbea,56.02,free,1,['lamps'],[],True,14,49.7387153542404,Point,"[-3.643598125865128, 40.44424260136614]"
SNGUMFDYKD,Vandor,0.22,moving,1,"['lamps', 'locker', 'helmetDetection']",[],True,16,43.1288855740679,Point,"[-3.6654980875469025, 40.45098829844043]"
2HHSMLD6QS,Orbea,90.0,out,1,"['locker', 'lamps', 'helmetDetection', 'absBrakes']",[],True,15,40.513173829813894,Point,"[-3.702167713644697, 40.43968951993693]"
0ERX20G2K3,BH,96.26,free,1,"['locker', 'helmetDetection']",[],True,31,89.79058671607316,Point,"[-3.7045688051508514, 40.404592763989505]"
7OO7Z6OMRV,Orbea,94.13,out,1,[],[],True,25,72.5441577458533,Point,"[-3.7153927840041407, 40.43898900428442]"
G6DK84GTGG,Orbea,84.71,moving,1,[],[],True,15,44.92490709201287,Point,"[-3.677441178257715, 40.40586669018152]"
2SH2VXZNGG,Orbea,0.0,out,1,"['helmetDetection', 'lamps', 'absBrakes']",[],True,24,75.59695423144369,Point,"[-3.6610976416063425, 40.43878332401546]"
W1TCBHX5NS,BH,52.73,reserved,1,"['lamps', 'absBrakes', 'helmetDetection']",[],True,18,57.490777981751876,Point,"[-3.6556083063176508, 40.42236154801842]"
WOHBMTH583,Orbea,27.63,moving,1,"['absBrakes', 'lamps']",[],True,21,58.19173240263016,Point,"[-3.6441904588852214, 40.42431116320723]"
ES6JQOH5KR,BH,67.16,free,1,['absBrakes'],['brokenLamp'],False,25,65.92333776878341,Point,"[-3.6810820682836813, 40.45270781508004]"
3SLN5VSVFE,Orbea,91.64,out,1,[],[],True,17,55.754337559131066,Point,"[-3.6968296663697022, 40.45070829638755]"
MT4AX1SSK5,Vandor,22.03,moving,1,"['helmetDetection', 'locker', 'lamps', 'absBrakes']",[],True,19,60.604690906675415,Point,"[-3.67500178843742, 40.46621249285984]"
H8MVP4WT13,Orbea,33.14,moving,1,"['lamps', 'locker', 'helmetDetection', 'absBrakes']",[],True,16,47.16932143696157,Point,"[-3.648973978414193, 40.47307179395797]"
7RSLFZR2G5,Orbea,62.37,free,1,"['lamps', 'helmetDetection']",[],False,19,54.86015983754893,Point,"[-3.649841548501694, 40.41845761647764]"
L7WGVXQQDA,BH,26.58,free,1,"['absBrakes', 'helmetDetection', 'locker']",[],True,30,96.62199203958129,Point,"[-3.7109949133893987, 40.44322327974795]"
YJ83NUB6WZ,Orbea,64.2,reserved,1,"['lamps', 'locker', 'absBrakes', 'helmetDetection']",[],True,14,42.270747524744,Point,"[-3.710952108016925, 40.40731251997782]"
WSB8MVY1OG,Orbea,57.62,out,1,[],[],False,22,63.43402732632875,Point,"[-3.676739170329288, 40.44075503336689]"
SF28BUSUWL,Vandor,0.0,out,1,"['helmetDetection', 'locker']","['stolenHelmet', 'flatTire']",True,19,56.99745074292684,Point,"[-3.679463970699501, 40.43854269296766]"
S3I1LO1Z9L,Vandor,33.86,reserved,1,"['locker', 'helmetDetection']",[],True,16,39.61996758866625,Point,"[-3.6963538771945395, 40.42229996061678]"
XFYCYFGHDJ,Orbea,96.74,out,2,[],[],True,30,90.7885375172566,Point,"[-3.6813496369598937, 40.442327809258764]"
GJ4FOOIKKN,BH,32.45,reserved,1,"['helmetDetection', 'lamps', 'locker', 'absBrakes']",[],True,18,52.165328896030765,Point,"[-3.6922148678168627, 40.40692187883392]"
S5R07H109L,Vandor,18.69,free,1,"['locker', 'helmetDetection', 'absBrakes', 'lamps']","['flatTire', 'stolenHelmet']",False,20,65.5371657743334,Point,"[-3.6625239176060345, 40.452583399671354]"
ULQK5JWH1Z,Vandor,0.0,out,1,"['locker', 'lamps']",[],False,16,40.92504230217969,Point,"[-3.681744889264869, 40.4511744523576]"
BVR1AC6HNO,BH,87.31,out,2,"['lamps', 'helmetDetection']",[],True,18,57.07882601347209,Point,"[-3.6760113443601528, 40.449748563849816]"
P7MNROIXG2,BH,3.29,moving,1,"['helmetDetection', 'lamps', 'locker']","['brokenLamp', 'scratches']",True,18,57.874835399966464,Point,"[-3.7037912138038678, 40.42101088263688]"
0R6ZML5WEY,Vandor,0.0,out,1,"['locker', 'helmetDetection', 'absBrakes', 'lamps']",[],True,19,58.52077301150306,Point,"[-3.649431581347408, 40.41600502870315]"
Q0O07DRK69,BH,0.0,out,1,"['locker', 'lamps']","['flatTire', 'brokenLamp']",True,23,71.74775516552764,Point,"[-3.697033628644596, 40.411412202269595]"
UFXJW957JP,Vandor,9.95,free,1,"['helmetDetection', 'lamps', 'locker']",[],True,23,76.95799939320659,Point,"[-3.6691792770923595, 40.47332777072446]"
P0YW82BDFL,Orbea,90.93,out,1,"['helmetDetection', 'absBrakes', 'lamps', 'locker']",[],True,23,71.72583607647327,Point,"[-3.6475530200013684, 40.40308863769694]"
I8L5KW7XMZ,Orbea,87.88,moving,1,[],[],True,10,31.86097844557863,Point,"[-3.6466223365114687, 40.475238205789715]"
96SO7QHZZ5,Vandor,68.69,reserved,1,"['absBrakes', 'locker', 'lamps', 'helmetDetection']",[],True,31,88.53001286905864,Point,"[-3.698173256043521, 40.41067812031144]"
1YX4UMCJYG,Orbea,0.0,out,2,"['absBrakes', 'helmetDetection', 'lamps']",[],False,24,79.93560101650198,Point,"[-3.657818872558676, 40.45871826319452]"
1WFOVCE237,BH,79.87,out,2,"['locker', 'absBrakes', 'helmetDetection', 'lamps']",[],True,20,56.444361883240155,Point,"[-3.645834337898547, 40.42008755144136]"
0SPLQBULRU,Orbea,35.91,reserved,1,"['locker', 'helmetDetection']",['brokenLamp'],True,20,71.8492209942011,Point,"[-3.6522601095771323, 40.40381597236634]"
UCP95GGP3J,Orbea,47.84,out,1,[],[],True,23,64.4464868769915,Point,"[-3.705289474728398, 40.44373684590693]"
QDGJ6KQNOY,Orbea,84.62,reserved,1,['absBrakes'],"['flatTire', 'stolenHelmet']",True,25,73.72563917669908,Point,"[-3.687998697167903, 40.476178649231926]"
IVV17GUGYO,BH,95.54,free,1,[],['flatTire'],True,8,27.069068221458767,Point,"[-3.668793493205683, 40.44690264448177]"
A7JPZBXVZG,Orbea,94.89,free,1,"['absBrakes', 'helmetDetection', 'locker']",[],True,19,51.09490783333083,Point,"[-3.6808203050754864, 40.404141343352606]"
EQN375DT02,Orbea,61.36,reserved,1,"['lamps', 'locker', 'helmetDetection']",[],False,13,36.98748855851775,Point,"[-3.645137445701154, 40.474452883889526]"
OLHX2TJ5YQ,BH,58.97,out,1,['locker'],[],True,27,78.59220527934865,Point,"[-3.667576265014443, 40.4592045327677]"
30GU3D5EH2,Vandor,86.36,reserved,1,['helmetDetection'],[],True,23,70.49805445378819,Point,"[-3.6888864291680115, 40.4195021971472]"
MXDR0EDGE3,BH,0.0,out,1,"['lamps', 'helmetDetection', 'locker', 'absBrakes']",['stolenHelmet'],True,21,76.96748961313723,Point,"[-3.724034293156887, 40.417089681476305]"
7QLH6X9V29,Orbea,71.29,free,2,[],[],False,23,65.25293283214677,Point,"[-3.6653203160866807, 40.429282688203784]"
PUHQCMS0O9,BH,15.68,out,2,[],['stolenHelmet'],True,19,61.169945312944954,Point,"[-3.7014822622787853, 40.41519162222131]"
EHBDXZIUFQ,Orbea,8.59,free,2,"['absBrakes', 'lamps', 'locker']",[],False,25,72.43717696611894,Point,"[-3.6532778712386786, 40.43481132497858]"
0O8DD2KS0T,Vandor,0.0,out,2,[],[],True,12,32.38776419037753,Point,"[-3.722008988119264, 40.45263713020343]"
FE6SZK5Z3M,BH,4.86,moving,1,"['absBrakes', 'locker', 'lamps']",['brokenLamp'],True,25,76.01340862571395,Point,"[-3.6964004484578643, 40.40807910455948]"
XKSH4H3WTT,Orbea,5.35,out,1,"['helmetDetection', 'absBrakes', 'lamps']",[],True,25,75.75683238718736,Point,"[-3.6544997692603802, 40.427485185527445]"
5ETSXYBNQC,Vandor,19.37,reserved,2,"['locker', 'helmetDetection', 'lamps', 'absBrakes']",[],False,22,77.66397702303145,Point,"[-3.6713110637300157, 40.420223660513194]"
5PACEL96ZC,Orbea,0.0,out,1,[],[],True,15,46.31949763623398,Point,"[-3.6468645826319857, 40.41482871296937]"
8RGMFVVD2A,BH,39.16,reserved,1,"['locker', 'absBrakes']",['scratches'],True,15,50.12368917838841,Point,"[-3.6744677513111705, 40.41512451963489]"
AW0M0SNY4Q,BH,97.44,moving,1,"['helmetDetection', 'absBrakes', 'locker']",[],True,22,69.15684071923664,Point,"[-3.702499798210583, 40.472764856421065]"
